 . . . .2. . . . . .2. . . . . .,3,2
 . .2. .2. . . .2. . . . . . . .,3,10
2. . . .2. . . .2. .2. . . . . .,3,3
2. . .2.2. . . .4. . . . . . . .,0,7
4. . .2.4. . .2. . . . . . . . .,1,11
 . .4.2. . .4.2. . . .2. . . . .,3,12
4.2. . .4.2. . .2. . . .2. . . .,1,0
2. .4.2. . .4.2. . . .2. . . .2.,3,10
2.4.2. .4.2. . .2. .2. .2. . . .,1,8
 .2.4.2. . .4.2.2. . .4. . . .2.,3,13
2.4.2. .4.2. . .2.4. . .2.2. . .,2,3
 .4. .2.2.2. . .4.4. . .4.2.2. .,3,5
4.2. . .4.2. . .8. . . .4.4. . .,3,10
4.2. . .4.2. . .8. .2. .8. . . .,3,2
4.2.2. .4.2. . .8.2. . .8. . . .,3,7
4.4. . .4.2. .2.8.2. . .8. . . .,3,13
8. . . .4.4. . .8.2. . .8.2. . .,3,14
8. . . .8. . . .8.2. . .8.2.2. .,3,7
8. . . .8. . .2.8.2. . .8.4. . .,3,3
8. . .2.8.2. . .8.2. . .8.4. . .,3,15
8.2. . .8.2. . .8.2. . .8.4. .2.,3,2
8.2.2. .8.2. . .8.2. . .8.4.2. .,3,11
8.4. . .8.2. . .8.2. .2.8.4.2. .,3,11
8.4. . .8.2. . .8.4. .4.8.4.2. .,3,7
8.4. . .8.2. .2.8.8. . .8.4.2. .,0,14
16.4.2.2.16.2. . . .8. . . .4.2. .,3,3
16.4.4.2.16.2. . .8. . . .4.2. . .,3,7
16.8.2. .16.2. .2.8. . . .4.2. . .,3,10
16.8.2. .16.4. . .8. .2. .4.2. . .,3,11
16.8.2. .16.4. . .8.2. .2.4.2. . .,3,7
16.8.2. .16.4. .2.8.4. . .4.2. . .,3,7
16.8.2. .16.4.2.2.8.4. . .4.2. . .,3,3
16.8.2.2.16.4.4. .8.4. . .4.2. . .,3,14
16.8.4. .16.8. . .8.4. . .4.2.2. .,3,3
16.8.4.2.16.8. . .8.4. . .4.4. . .,3,11
16.8.4.2.16.8. . .8.4. .2.8. . . .,3,11
16.8.4.2.16.8. . .8.4.2.2.8. . . .,3,7
16.8.4.2.16.8. .2.8.4.4. .8. . . .,3,11
16.8.4.2.16.8.2. .8.8. .4.8. . . .,3,10
16.8.4.2.16.8.2. .16.4.2. .8. . . .,0,12
32.16.4.2.16.4.4. .8. . . .2. . . .,3,10
32.16.4.2.16.8. . .8. .2. .2. . . .,3,10
32.16.4.2.16.8. . .8.2.2. .2. . . .,0,15
32.16.4.2.16.8.2. .8.2. . .2. . .2.,0,15
32.16.4.4.16.8.2. .8.2. . .2. . .4.,0,13
32.16.4.8.16.8.2. .8.2. . .2.2. . .,2,6
32. . . .16.16.2. .8.8.4. .2.4.2.8.,3,3
32. . .2.32.2. . .16.4. . .2.4.2.8.,0,6
64.2.2.2.16.8.4.8.2. . . . . . . .,3,3
64.4.2.2.16.8.4.8.2. . . . . . . .,3,14
64.4.4. .16.8.4.8.2. . . . . .2. .,3,9
64.8. . .16.8.4.8.2.2. . .2. . . .,3,14
64.8. . .16.8.4.8.4. . . .2. .2. .,0,7
64.16.4.8.16. .2.2.4. . . .2. . . .,1,5
64.16.4.8. .2.16.4. . . .4. . . .2.,3,15
64.16.4.8.2.16.4. .4. . . .2. . .2.,0,15
64.32.8.8.2. . .2.4. . . .2. . .4.,3,10
64.32.16. .4. . . .4. .2. .2.4. . .,3,3
64.32.16.2.4. . . .4.2. . .2.4. . .,1,6
64.32.16.2. . .2.4. . .4.2. . .2.4.,3,14
64.32.16.2.2.4. . .4.2. . .2.4.4. .,3,10
64.32.16.2.2.4. . .4.2.2. .2.8. . .,1,13
64.32.16.2. . .2.4. . .4.4. .2.2.8.,0,4
64.32.16.2.4.2.2.8. . .4.8. . .2. .,0,8
64.32.16.2.4.2.2.16.2. .4. . . .2. .,3,14
64.32.16.2.4.4.16. .2.4. . .2. .2. .,0,13
64.32.32.2.4.8.2. .4. . . . .2. . .,0,8
64.32.32.2.8.8.2. .4.2. . . . . . .,3,7
64.64.2. .16.2. .2.4.2. . . . . . .,3,12
128.2. . .16.4. . .4.2. . .2. . . .,2,6
128. . . .16.2.2. .4.4. . .2.2. . .,0,7
128.2.2. .16.4. .2.4.2. . .2. . . .,2,2
128. .2. .16.2. . .4.4. . .2.2.2.2.,2,2
128. .2. .16.2. . .4.4. . .2.2.4.2.,3,7
128.2. . .16.2. .2.8. . . .4.4.2. .,0,11
128.4.2.2.16.4. . .8. . .2.4. . . .,3,13
128.4.4. .16.4. . .8.2. . .4.2. . .,3,15
128.8. . .16.4. . .8.2. . .4.2. .4.,3,6
128.8. . .16.4.2. .8.2. . .4.2.4. .,0,14
128.8.2. .16.4.4. .8.4. . .4. .2. .,3,7
128.8.2. .16.8. .2.8.4. . .4.2. . .,3,15
128.8.2. .16.8.2. .8.4. . .4.2. .4.,0,6
128.16.4.4.16.4.4. .8.2. . .4. . . .,0,14
128.16.8.4.16.4. . .8.2. . .4. .2. .,3,10
128.16.8.4.16.4. . .8.2.2. .4.2. . .,3,6
128.16.8.4.16.4.2. .8.4. . .4.2. . .,0,11
128.16.8.4.16.8.2. .8.2. .2.4. . . .,0,13
128.16.8.4.16.8.2.2.8.2. . .4.2. . .,1,4
128.16.8.4.2.16.8.4. . .8.2. . .4.2.,0,15
128.32.16.8.2. .8.4. . .4. . . . .2.,1,9
128.32.16.8. .2.8.4. .2. .4. . . .2.,3,15
128.32.16.8.2.8.4. .2.4. . .2. . .2.,1,4
128.32.16.8.2.2.8.4. . .2.4. . . .4.,1,8
128.32.16.8. .4.8.4.2. .2.4. . . .4.,1,8
128.32.16.8. .4.8.4.2. .4.4. . . .4.,0,9
128.32.16.8.2.4.8.8. .2.4.4. . . . .,0,12
128.32.16.16.2.4.8.4. .2.4. .2. . . .,0,8
128.32.16.16.4.4.8.4.2.2.4. . . . . .,3,11
128.32.32. .8.8.4. .4.4. .2. . . . .,0,7
128.32.32.2.8.8.4.2.4.4. . . . . . .,3,14
128.64.2. .16.4.2. .8. . . . . .2. .,3,15
128.64.2. .16.4.2. .8. . . .2. . .2.,3,10
128.64.2. .16.4.2. .8. .2. .4. . . .,3,11
128.64.2. .16.4.2. .8.2. .2.4. . . .,0,14
128.64.4.2.16.4. . .8.2. . .4. .2. .,3,15
128.64.4.2.16.4. . .8.2. . .4.2. .4.,0,11
128.64.4.2.16.4. .4.8.4. .2.4. . . .,3,6
128.64.4.2.16.8.2. .8.4.2. .4. . . .,0,10
128.64.4.2.16.8.4. .8.4.2. .4. . . .,0,10
128.64.8.2.16.8.2. .8.4.4. .4. . . .,3,10
128.64.8.2.16.8.2. .8.8.2. .4. . . .,3,15
128.64.8.2.16.8.2. .16.2. . .4. . .2.,3,15
128.64.8.2.16.8.2. .16.2. . .4.2. .4.,3,15
128.64.8.2.16.8.2. .16.2. . .4.2.4.2.,0,14
128.64.8.4.32.8.2. .4.4.4. . . .2. .,3,7
128.64.8.4.32.8.2.2.8.4. . .2. . . .,3,13
128.64.8.4.32.8.4. .8.4. . .2.2. . .,2,7
128.64. . .32.8. .2.8.4.8. .2.2.4.4.,0,14
128.64.8.2.32.8.4.4.8.4. . .2.2.2. .,2,3
128.64. .2.32.8.8. .8.4.4.2.2.2.2.4.,0,11
128.64.8.4.32.8.4.4.8.4.2.2.2.2. . .,0,15
128.64.8.8.32.8.4.2.8.4.2. .2.2. .2.,0,14
128.64.8.8.32.8.4.4.8.4.2. .2.2.2. .,0,11
128.64.8.8.32.8.4.4.8.4.4.2.2.2. . .,0,14
128.64.8.8.32.8.8.4.8.4. .2.2.2.4. .,0,14
128.64.16.8.32.8.4.4.8.4. .2.2.2.2. .,3,7
128.64.16.8.32.8.8.2.8.4.2. .4.2. . .,3,7
128.64.16.8.32.16.2.2.8.4.2. .4.2. . .,3,15
128.64.16.8.32.16.4. .8.4.2. .4.2. .2.,0,14
128.64.16.8.32.16.4.2.8.4.2. .4.2.2. .,2,3
128.64. .2.32.16.16. .8.4.4.8.4.2.4.2.,0,10
128.64.16.2.32.16.8.8.8.4.4.2.4.2. . .,1,13
128.64.16.2. .32.16.16. .8.8.2. .2.4.2.,1,4
128.64.16.2.2. .32.32. . .16.2. .2.4.2.,3,6
128.64.16.2.2.64.2. .16.2. . .2.4.2. .,0,15
128.128.16.2.2.2.4. .16.4. . .2. . .2.,0,11
128.128.16.4.2.2.4. .16.4. .2.2. . . .,3,13
256.16.4. .4.4. . .16.4.2. .2.2. . .,3,13
256.16.4. .8. . . .16.4.2. .4.2. . .,0,11
256.16.4. .8.4.2. .16.2. .2.4. . . .,3,11
256.16.4. .8.4.2. .16.4. .2.4. . . .,0,10
256.16.4.2.8.8.2. .16. .2. .4. . . .,3,13
256.16.4.2.16.2. . .16.2. . .4.4. . .,3,14
256.16.4.2.16.2. . .16.2. . .8. .2. .,3,7
256.16.4.2.16.2. .2.16.2. . .8.2. . .,3,14
256.16.4.2.16.4. . .16.2. . .8.2.2. .,0,13
256.16.4.2.32.4.2. .8.4. . . .2. . .,0,12
256.16.4.2.32.8.2. .8.2. . .2. . . .,2,2
256. .2. .32.16. . .8.8.4. .2.2.2.2.,0,11
256.16.2.2.32.8.4. .8.2.2.2.2. . . .,3,3
256.16.4.2.32.8.4. .8.4.2. .2. . . .,0,11
256.16.8.2.32.8.2. .8.4. .2.2. . . .,3,14
256.16.8.2.32.8.2. .8.4.2. .2. .2. .,0,13
256.16.8.2.32.8.4. .8.4.2. .2.2. . .,3,11
256.16.8.2.32.8.4. .8.4.2.2.4. . . .,3,14
256.16.8.2.32.8.4. .8.4.4. .4. .2. .,3,7
256.16.8.2.32.8.4.2.8.8. . .4.2. . .,3,9
256.16.8.2.32.8.4.2.16.2. . .4.2. . .,0,7
256.16.8.4.32.8.4.2.16.4. . .4. . . .,2,7
256. . . .32.16. .2.16.8.8.4.4.4.4.2.,0,13
256.16.8.2.32.8.4.4.16.4. .2.4.2. . .,2,3
256.16. .2.32.8. .2.16.4.8.4.4.2.4.2.,0,10
256.16.8.4.32.8.4.4.16.4.2.2.4.2. . .,0,11
256.16.8.8.32.8.4.2.16.4.2.2.4.2. . .,0,14
256.16.8.8.32.8.4.4.16.4.2. .4.2.2. .,0,15
256.16.8.8.32.8.4.4.16.4.4. .4.2. .2.,0,10
256.16.8.8.32.8.8.4.16.4.2.2.4.2. . .,0,14
256.16.16.8.32.8.2.4.16.4. .2.4.2.4. .,3,3
256.32.8.2.32.8.2.4.16.4.2. .4.2.4. .,2,3
256.32. .2.32.8.8. .16.4.4.2.4.2.4.4.,3,11
256.32.2. .32.16. . .16.8.2.2.4.2.8. .,3,6
256.32.2. .32.16.2. .16.8.4. .4.2.8. .,0,3
256.32.4.2.32.16.4. .16.8.8. .4.2. . .,0,15
